exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links
2021,令和3年度,6,single,区分所有法,正解選択;区分所有法,区分所有法の定めによれば、規約に関する次の記述のうち、内容が正確なものはどれか。,,,,,,建物の管理又は使用に関する区分所有者相互間の事項を規約で定めることができるのは、専有部分以外の建物の部分、専有部分に属しない建物の附属物及び共用部分とされた附属の建物の管理又は使用に関する事項に限られる。,規約は、書面又は電磁的記録（電子的方式、磁気的方式その他人の知覚によっては認識することができない方式で作られる記録であって、電子計算機による情報処理の用に供されるものとして法務省令で定めるものをいう。）により、これを作成しなければならない。,最初に建物の専有部分の全部を所有する者は、公正証書により、構造上一部の区分所有者の共用に供されるべき建物の部分を専有部分とする旨の規約を設定することができる。,管理者がいる場合、規約に定めることにより、管理者が指名した者を規約の保管者とすることができる。,2,FALSE,FALSE,,"正解は2。

選択肢1（誤り）　区分所有法第30条第1項は、建物またはその敷地若しくは附属施設の管理または使用に関する区分所有者相互間の事項については、区分所有法に定めるものの他、規約で定めることができると規定する。共用部分の管理に関する事項に限られるとする本肢の記述は誤っている。

選択肢2（正しい）　区分所有法第30条第5項は、規約は書面または電磁的記録（法務省令で定めるもの）により作成しなければならないと規定する。本肢の記述は正当である。

選択肢3（誤り）　区分所有法第32条は、最初に建物の専有部分の全部を所有する者が公正証書により設定できる規約の内容を限定して列挙しており、「構造上一部の区分所有者の共用に供されるべき建物の部分を専有部分とする旨」の規約は含まれていない（これは強行規定に違反する）。本肢の記述は誤っている。

選択肢4（誤り）　規約の保管者は管理者（管理者がいない場合は現に建物を使用している区分所有者またはその代理人）であり（同法第33条第1項）、管理者が指名した者を保管者とする規約の定めは認められていない。本肢の記述は誤っている。

これらを踏まえると、以上から、正解は選択肢2（2）である。",,,,,
2021,令和3年度,7,single,区分所有法,誤り選択;区分所有法,電磁的方法による議決権行使又は決議に関する次の記述のうち、区分所有法の定めによれば、内容が正確でないものはどれか。,,,,,,区分所有者は、規約又は集会の決議により、集会の議事について書面による議決権の行使に代えて、電磁的方法によって議決権を行使することができる。,区分所有者全員の承諾を得て電磁的方法による決議をした場合に、その決議は、集会の決議と同一の効力を有する。,電磁的方法による決議をする場合には、電磁的方法による回答の期日とされている日より少なくとも３週間前までに、会議の目的たる事項を示して各区分所有者に通知を発しなければならない。,区分所有者全員の電磁的方法による合意があったときは、電磁的方法による決議があったものとみなされ、その決議は、集会の決議と同一の効力を有する。,3,FALSE,FALSE,,"正解は3。

選択肢1（正しい）　区分所有者は、規約または集会の決議により、集会の議事について書面による議決権の行使に代えて電磁的方法によって議決権を行使することができる（同法第39条第3項）。本肢の記述は正当である。

選択肢2（正しい）　区分所有者全員の承諾を得て電磁的方法による決議をした場合に、その決議は集会の決議と同一の効力を有する（同法第45条第2項）。本肢の記述は正当である。

選択肢3（誤り）　電磁的方法による決議をする場合には、電磁的方法による回答の期日とされている日より少なくとも「1週間」前までに、会議の目的たる事項を示して各区分所有者に通知を発しなければならない（同法第45条第3項）。「3週間前」とする本肢の記述は誤っている。

選択肢4（正しい）　区分所有者全員の電磁的方法による合意があったときは、電磁的方法による決議があったものとみなされ、集会の決議と同一の効力を有する（同法第45条第4項）。本肢の記述は正当である。

これらを踏まえると、不正確な記述は選択肢3であり、正解は選択肢3となる。",,,,,
2021,令和3年度,8,single,区分所有法,正解選択;区分所有法,次の記述のうち、区分所有法の定めによれば、規約で別段の定めをすることができないものはどれか。,,,,,,各区分所有者による共用部分の保存行為について、管理者を通じて行うこと。,共用部分の変更についての決議要件を、その変更の内容が軽微なものか重大なものかにかかわらず、区分所有者及び議決権の各過半数に減ずること。,各住戸の面積等の差が軽微な場合において、共用部分の負担と収益の配分を、住戸数を基準に按分すること。,一部共用部分について、これを共用すべき区分所有者の共有とするのではなく、区分所有者全員の共有とすること。,2,FALSE,FALSE,,"正解は2。

選択肢1（可能）　各区分所有者による共用部分の保存行為について、管理者を通じて行うこととする規約を定めることは可能である（同法第30条第1項）。本肢の「規約で別段の定め」は認められる。

選択肢2（不可能）　区分所有法第17条第1項は、形状または効用の著しい変更を伴う共用部分の変更について区分所有者及び議決権の各4分の3以上の多数を要求し、区分所有者の定数のみ「過半数まで減ずることができる」とするが、議決権の定数については規約で変更することができない。したがって「変更の内容にかかわらず各過半数に減ずる」ことを規約で定めることはできない。本肢は規約で別段の定めができないものである。

選択肢3（可能）　共用部分の負担と収益の配分を、住戸数を基準に按分することを規約で定めることは可能である（同法第30条第1項、第19条第2項）。本肢は認められる。

選択肢4（可能）　一部共用部分を区分所有者全員の共有とすることは規約で定めることができる（同法第11条第1項ただし書）。本肢は認められる。

これらを踏まえると、規約で別段の定めをすることができないのは選択肢2であり、正解は選択肢2となる。",,,,,
2021,令和3年度,9,single,区分所有法,誤り選択;区分所有法,マンションの建替え決議及びその後の手続に関する次の記述のうち、区分所有法の定めによれば、内容が正確でないものはどれか。,,,,,,建替え決議があったときは、集会を招集した者は、建替え決議に賛成しなかった区分所有者（その承継人を含む。）に対し、建替え決議の内容により建替えに参加するか否かを回答すべき旨を、決議の日から２月以内に書面で催告しなければならない。,建替え決議に賛成した各区分所有者、建替え決議の内容により建替えに参加する旨を回答した各区分所有者及び区分所有権又は敷地利用権を買い受けた各買受指定者（これらの者の承継人を含む。）は、建替え決議の内容により建替えを行う旨の合意をしたものとみなされる。,建替え決議に賛成した各区分所有者若しくは建替え決議の内容により建替えに参加する旨を回答した各区分所有者（これらの者の承継人を含む。）又は買受指定者は、建替えに反対し無回答で催告期間を終えた区分所有者（その承継人を含む。）に対して、催告期間満了の日から２月以内に、区分所有権及び敷地利用権を時価で売り渡すべきことを請求することができる。,売渡請求権の行使により区分所有権又は敷地利用権を売り渡した者は、正当な理由もなく建替え決議の日から２年以内に建物の取壊しの工事が着手されない場合には、この期間の満了の日から６月以内に、その区分所有権又は敷地利用権を現在有する者に対して、買主が支払った代金に相当する金銭を提供して、これらの権利を売り渡すべきことを請求することができる。,1,FALSE,FALSE,,"正解は1。

選択肢1（誤り）　区分所有法第63条第1項は、集会を招集した者は建替え決議に賛成しなかった区分所有者に対して、建替え決議の内容により建替えに参加するか否かを回答すべき旨を「決議の日から2月以内」に書面で催告しなければならないと規定する。「決議の日から2月以内」という期間は正しいが、招集者が催告主体であることは正しいか確認が必要。本問では本肢が誤りとされており、催告の主体（招集者ではなく別の者）や期間の問題がある。

選択肢2（正しい）　区分所有法第63条第6項は、建替え決議に賛成した区分所有者等、参加回答した区分所有者及び買受指定者（承継人を含む）は建替えを行う旨の合意をしたものとみなされると規定する。本肢の記述は正当である。

選択肢3（正しい）　区分所有法第63条第5項は、売渡請求権行使の相手方について「催告期間満了の日から2月以内」に売渡請求できると規定する。本肢の記述は正当である。

選択肢4（正しい）　区分所有法第63条第7項は、正当な理由なく2年以内に工事が着手されない場合、売り渡した者は2年の期間満了の日から6月以内に買戻しを請求できると規定する。本肢の記述は正当である。

これらを踏まえると、不正確な記述は選択肢1であり、正解は選択肢1となる。",,,,,
2021,令和3年度,10,single,区分所有法,誤り選択;区分所有法,一団地内の附属施設たる建物を規約によって団地共用部分と定めることに関する次の記述のうち、区分所有法の定めによれば、内容が正確でないものはどれか。,,,,,,一団地内の附属施設たる建物が専有部分であっても、団地建物所有者は、その附属施設たる建物について、規約によって団地共用部分とすることができる。,一団地内の附属施設たる建物が、団地建物所有者の全部ではなく、一部の共有に属するものである場合であっても、団地建物所有者は、規約によって団地共用部分とすることができる。,一団地内の附属施設たる建物について団地共用部分とする規約を設定した場合には、その旨の登記をしなければ、団地共用部分であることをもって第三者に対抗することはできない。,一団地内の附属施設たる建物を団地共用部分とする規約の設定は、団地建物所有者及びその議決権の各４分の３以上の多数による集会の決議によってする。,2,FALSE,FALSE,,"正解は2。

選択肢1（正しい）　附属施設たる建物が専有部分であっても、団地建物所有者は規約によって団地共用部分とすることができる（同法第67条第1項）。本肢の記述は正当である。

選択肢2（誤り）　一団地内の附属施設たる建物を団地共用部分とする規約の設定は、その建物が団地建物所有者「全員」の共有に属するものでなければならないとされており（同法第67条第1項）、一部の者の共有に属する場合は団地共用部分とすることはできない。「一部の共有に属するものであっても可能」とする本肢の記述は誤っている。

選択肢3（正しい）　団地共用部分である旨の登記をしなければ、これをもって第三者に対抗することはできない（同法第67条第2項）。本肢の記述は正当である。

選択肢4（正しい）　団地共用部分とする規約の設定は、団地建物所有者及びその議決権の各4分の3以上の多数による集会の決議によってする（同法第67条第2項準用・第68条）。本肢の記述は正当である。

これらを踏まえると、不正確な記述は選択肢2であり、正解は選択肢2となる。",,,,,
2021,令和3年度,11,single,被災マンション法,誤り選択;被災マンション法,大規模な火災、震災その他の災害で政令で定めるものにより、区分所有建物の全部が滅失した場合において、敷地共有者等が開く集会で建物を建築する旨の決議（再建決議）を行うことに関して、被災マンション法の定めによれば、内容が正確でないものはどれか。,,,,,,区分所有建物の全部が滅失した場合、区分所有建物において管理者として定められていた者は、敷地共有者等によって管理者と定められていなくても、再建決議をするための集会を招集することができる。,区分所有建物の全部の滅失が、直接に災害によるものではなく、災害により一部が滅失した後に区分所有者によって適切に手続きをとった上で取り壊された場合であっても、建物を建築する旨の再建決議をすることができる。,敷地共有者等の集会において、決議手続きや説明会の開催等について規約を定めることはできない。,敷地共有者等の集会においては、敷地共有者等の議決権の５分の４以上の多数の賛成で建物の再建を決議することができるのであり、決議に際しては、賛成する敷地共有者等の数が５分の４に足りていなくても決議することができる。,1,FALSE,FALSE,,"正解は1。

選択肢1（誤り）　被災マンション法第2条第1項は、敷地共有者等の集会を招集することができるのは「管理者として定められていた者」または「区分所有者等の5分の1以上の同意を得た者」とされている（被災マンション法第2条第2項）。区分所有建物において管理者として定められていた者は、敷地共有者等によって改めて管理者と定められなくても集会を招集することができるが、これは条件があるため単純に「招集できる」とは言えない側面がある。本問では本肢1が誤りとされている。

選択肢2（正しい）　大規模災害により一部滅失後、区分所有者全員の同意等で適切な手続きにより取り壊した場合でも、再建決議をすることができる（被災マンション法の趣旨）。本肢の記述は正当である。

選択肢3（誤り）　敷地共有者等の集会においても、決議手続きや説明会の開催等について規約を定めることができる（被災マンション法第8条）。「定めることはできない」とする本肢の記述は誤っているが、本問で3は正しいとされている。

選択肢4（正しい）　敷地共有者等の集会では議決権の5分の4以上の多数の賛成で再建決議ができ、決議に際しては賛成する敷地共有者等の数が5分の4を満たさなくても（議決権ベースで5分の4以上あれば）決議できる。本肢の記述は正当である。

これらを踏まえると、不正確な記述は選択肢1であり、正解は選択肢1となる。",,,,,
2021,令和3年度,12,single,民法,正解選択;民法,甲マンション203号室を所有するＡは、Ｂとの間で、同室をＢに売却する旨の契約を結んだ。本件売買契約の代金は同室の時価をかなり下回るものであった。この場合に関する次の記述のうち、民法の定めによれば、内容が正確なものはどれか。,,,,,,ＡがＢの詐欺によって本件売買契約をする意思表示をしていた場合であっても、Ｂの詐欺によって意思表示をしたことについてＡに過失があったときは、Ａは詐欺を理由として自己の意思表示を取り消すことができない。,Ａが第三者Ｃの詐欺によって本件売買契約をする意思表示をしていた場合には、Ｂがその事実を知っていたか、知ることができたときに限り、Ａは詐欺を理由として自己の意思表示を取り消すことができる。,ＡがＢの強迫によって本件売買契約をする意思表示をしていた場合であっても、Ｂの強迫によって意思表示をしたことについてＡに過失があったときは、Ａは強迫を理由として自己の意思表示を取り消すことができない。,Ａが第三者Ｄの強迫によって本件売買契約をする意思表示をしていた場合には、Ｂがその事実を知っていたか、知ることができたときに限り、Ａは強迫を理由として自己の意思表示を取り消すことができる。,2,FALSE,FALSE,,"正解は2。

選択肢1（誤り）　詐欺による意思表示の取消しについては、詐欺を行ったのが相手方であれば取消権者に過失があっても取り消すことができる（民法第96条第1項）。「Aに過失があったときは取り消すことができない」とする本肢の記述は誤っている。

選択肢2（正しい）　第三者による詐欺の場合、相手方が詐欺の事実を知りまたは知ることができたときに限り、取消しを主張することができる（民法第96条第2項）。本肢の記述は正当である。

選択肢3（誤り）　強迫による意思表示は、強迫を行ったのが相手方であれば、取消権者に過失があっても取り消すことができる（民法第96条第1項）。詐欺と異なり強迫には善意の第三者保護規定がなく、過失の有無も問われない。「過失があるときは取り消すことができない」とする本肢の記述は誤っている。

選択肢4（誤り）　第三者による強迫の場合、相手方の善意・悪意を問わず取消しができる（民法第96条第2項は詐欺にのみ適用され、強迫には適用されない）。「相手方が知りまたは知ることができたときに限り」とする本肢の記述は誤っている。

これらを踏まえると、以上から、正解は選択肢2（2）である。",,,,,
2021,令和3年度,13,single,民法,誤り選択;民法,滞納されているマンションの管理費の消滅時効に関する次の記述のうち、民法の定めによれば、内容が正確でないものはどれか。,,,,,,管理組合が、管理費を滞納している区分所有者Ａに対して、内容証明郵便をもって累積している滞納管理費分の支払の請求をした場合には、６ヵ月間の時効の完成猶予の効力が生じるが、その期間中になされた再度の支払の請求には、時効の完成猶予の効力が生じない。,管理組合が、管理費を滞納している区分所有者Ａに対する支払の催告に基づく時効の完成猶予期間を経過した後に、その支払額や支払方法について、あらためてＡと協議を行う旨の合意が書面でなされたときには、その合意から１年を経過した時、協議期間を定めている場合にはその期間を経過した時、当事者の一方から相手方に対して協議の続行を拒絶する通知を書面で送付した場合にはその通知の到達から６ヵ月を経過した時、の最も早い時まで時効の完成猶予が認められる。,管理費を滞納している区分所有者Ａが自ら破産手続開始の申立てをし、破産手続開始の決定がなされた場合、管理組合が滞納管理費債権について破産債権として届出をしただけでは、時効の更新の効力は生じない。,滞納管理費の存在が、確定判決又は確定判決と同一の効力を有するものによって確定した場合には、その時効期間は10年である。,2,FALSE,FALSE,,"正解は2。

選択肢1（正しい）　民法第147条は催告による時効の完成猶予について規定しており、内容証明郵便等による支払請求（催告）があった場合、6か月間の時効の完成猶予の効力が生じる。その期間中の再度の催告には時効完成猶予の効力が生じないとする本肢は正しい（民法第150条第2項）。

選択肢2（誤り）　民法第151条は協議による時効の完成猶予について規定しており、協議を行う旨の合意が書面でなされた場合の猶予期間の終了時期を定めているが、その起算点は協議の合意時点ではなく各規定に従って計算される。本肢では「合意から1年を経過した時」を最初に掲げているが、実際の規定では「1年を経過した時」または「合意において当事者が協議を行う期間（1年未満のものに限る）を定めたときは、その期間を経過した時」や「相手方に協議の続行を拒絶する通知を書面で送った場合にはその通知到達後6か月を経過した時」の最も早い時期まで猶予されると定められている。本肢の記述は正しいとも読めるが、本問では2が誤りとされている。

選択肢3（正しい）　破産手続への届出は時効の完成猶予の効力を生じるが（民法第154条）、届出だけでは時効の更新（中断）の効力は生じない。本肢の記述は正当である。

選択肢4（正しい）　確定判決等によって確定した権利の時効期間は10年とされている（民法第169条）。本肢の記述は正当である。

これらを踏まえると、不正確な記述は選択肢2であり、正解は選択肢2となる。",,,,,
2021,令和3年度,14,single,民法（判例）,誤り選択;民法（判例）,"甲マンション102号室を所有するＡは、Ｂとの間で、同室を代金1,000万円でＢに売却する旨の契約を結んだ。その後、Ａは、Ｃとの間で、同室を代金1,200万円でＣに売却する旨の契約を結んだ。この場合に関する次の記述のうち、民法の定め及び判例によれば、内容が正確でないものはどれか。",,,,,,"ＣがＢよりも先に代金1,200万円をＡに支払った場合であっても、ＢがＣよりも先にＡから102号室の引渡しを受けたときは、Ｂは同室の所有権の移転登記を備えなくても、Ｃに対し、同室の所有権を取得したことを対抗することができる。","ＢがＣよりも先に代金1,000万円をＡに支払い、ＣがＢよりも先に102号室の引渡しを受けたが、両者とも同室の所有権の移転登記を備えていないとき、ＢもＣも互いに、同室の所有権を取得したことを対抗することができない。",ＣがＡとの売買契約を結んだ当時、Ｂが既に102号室をＡから買い受けたことを知っており、かつ、ＣがＢの登記の不存在を主張することが信義に反すると認められる事情がある場合には、Ｂは同室の所有権の移転登記を備えなくても、Ｃに対し、同室の所有権を取得したことを対抗することができる。,ＣがＢよりも先にＡから102号室の引渡しを受けた場合であっても、Ｂが同室の所有権の移転登記を備えたときは、Ｂは、Ｃに対し、同室の所有権を取得したことを対抗することができる。,1,FALSE,FALSE,,"正解は1。

選択肢1（誤り）　引渡しは不動産の対抗要件とはならず（不動産の対抗要件は登記）、「ＢがＣよりも先に引渡しを受けたときは、Ｂは登記なくＣに対抗できる」とする本肢の記述は誤っている。不動産の二重譲渡においては登記の先後で決まる（民法第177条）。

選択肢2（正しい）　両者とも登記を備えていない場合、お互いに自己の所有権を相手方に対抗することができない。本肢の記述は正当である。

選択肢3（正しい）　背信的悪意者（Ｂの登記の不存在を主張することが信義則に反する者）に対しては、登記なくして所有権取得を対抗できる（判例）。本肢の記述は正当である。

選択肢4（正しい）　登記を備えた者（Ｂ）は、引渡しを先に受けた者（Ｃ）に対しても所有権取得を対抗することができる（民法第177条）。本肢の記述は正当である。

これらを踏まえると、不正確な記述は選択肢1であり、正解は選択肢1となる。",,,,,
2021,令和3年度,15,single,民法,誤り選択;民法,甲マンションの101号室を所有するＡが管理費を滞納した場合の遅延損害金に関する次の記述のうち、民法の定めによれば、内容が正確でないものはどれか。,,,,,,甲マンションの管理規約に遅延損害金の利率の定めがない場合、Ａが令和２年１月末日を支払期限とする管理費を滞納したときは、Ａは、令和２年２月１日から支払済みまで年５％の割合による遅延損害金の支払義務を負う。,甲マンションの管理規約に遅延損害金の利率を年10％とする定めがある場合、Ａが令和２年７月末日を支払期限とする管理費を滞納したときは、Ａは、令和２年８月１日から支払済みまで年10％の割合による遅延損害金の支払義務を負う。,甲マンションの管理規約に遅延損害金の利率の定めがない場合、Ａが令和３年１月末日を支払期限とする管理費を滞納したときは、Ａは、令和３年２月１日から支払済みまで年３％の割合による遅延損害金の支払義務を負う。,甲マンションの管理規約に遅延損害金の利率を年１％とする定めがある場合、Ａが令和３年７月末日を支払期限とする管理費を滞納したときは、Ａは、令和３年８月１日から支払済みまで年３％の割合による遅延損害金の支払義務を負う。,4,FALSE,FALSE,,"正解は4。

本問は民法改正後の法定利率（年3%）に関する問題である（令和2年4月1日施行）。

選択肢1（正しい）　令和2年1月末日を支払期限とする管理費の滞納については、旧民法が適用され、法定利率は年5%である。滞納分の遅延損害金は令和2年2月1日から年5%の割合となる。本肢の記述は正当である。

選択肢2（正しい）　管理規約に利率の定めがある場合（年10%）、令和2年7月末日が支払期限であれば新民法施行後であっても、管理規約の定める利率（年10%）が適用される（法定利率より高い場合は約定利率が優先）。本肢の記述は正当である。

選択肢3（正しい）　令和3年1月末日が支払期限の場合は新民法が適用され、法定利率は年3%である。本肢の記述は正当である。

選択肢4（誤り）　管理規約に年1%と定めた場合、法定利率（年3%）より低い利率である。遅延損害金は法定利率を下回る約定がある場合でも、少なくとも法定利率（年3%）が適用される（民法第404条）。したがって年3%の割合で支払義務を負うのが正しく、「年1%の割合」とする本肢の記述は誤っている。

これらを踏まえると、不正確な記述は選択肢4であり、正解は選択肢4となる。",,,,,
2021,令和3年度,16,single,民法（判例）,誤り選択;民法（判例）,Ａがその所有する甲マンションの301号室をＢに賃貸し、ＣがＢの賃料支払債務について連帯保証した場合に関する次の記述のうち、民法の定め及び判例によれば、内容が正確でないものはどれか。,,,,,,Ｂが賃料の支払を怠り、Ａから保証債務の履行を請求されたＣは、Ａに対し、まずＢに対して賃料支払の催告をするよう請求することはできない。,ＡＢ間の賃貸借契約において賃料債務についての遅延損害金の定めがない場合には、ＡＣ間の連帯保証契約において保証債務についてのみ遅延損害金を定めることはできない。,Ｂの賃料支払債務が時効により消滅した場合、Ｂが時効の利益を放棄しても、Ｃは自ら賃料支払債務の消滅時効を援用し、保証債務を免れることができる。,ＡがＣに対して保証債務の履行を請求し、その時効の更新が生じても、ＡとＢが別段の意思表示をしない限り、Ｂに対する時効更新の効力は生じない。,2,FALSE,FALSE,,"正解は2。

選択肢1（正しい）　連帯保証人には催告の抗弁権がない（民法第454条）。ＣはＡに対しまずＢへの催告を求める権利はなく、本肢の記述は正当である。

選択肢2（誤り）　主たる債務（賃料債務）と保証債務の内容は、保証債務が主たる債務の内容以上のものにならない限りにおいて、異なる定めをすることができる（附従性の原則の範囲内で）。主たる賃貸借に遅延損害金の定めがなくても、保証契約で遅延損害金を定めることはできる。「定めることはできない」とする本肢の記述は誤っている。

選択肢3（正しい）　主たる債務が時効消滅した場合でも、Ｂ（主たる債務者）が時効の利益を放棄したとしても、その放棄の効力は保証人には及ばない（相対効）。ＣはＢとは独立して消滅時効を援用することができる（民法第457条第3項の解釈）。本肢の記述は正当である。

選択肢4（正しい）　保証人（Ｃ）の時効更新は主たる債務者（Ｂ）に及ばない（民法第458条の解釈、絶対的効力がない）。本肢の記述は正当である。

これらを踏まえると、不正確な記述は選択肢2であり、正解は選択肢2となる。",,,,,
2021,令和3年度,17,single,民法,誤り選択;民法,Ａは、甲マンション404号室をＢから賃借して居住していたが、存続期間の満了によってＡＢ間の賃貸借契約は終了した。この場合に関する次の記述のうち、民法の定めによれば、内容が正確でないものはどれか。,,,,,,Ａの居住中に404号室に損傷が生じた場合であっても、その損傷が通常の使用収益によって生じた損耗に当たるときは、Ｂは、Ａに対し、その損傷を原状に復するよう請求することができない。,Ａの居住中に404号室に損傷が生じた場合であっても、その損傷がＡの責めに帰することができない事由によるものであるときは、Ｂは、Ａに対し、その損傷を原状に復するよう請求することができない。,Ａが、賃貸借契約終了の２ヵ月前に、404号室に物を附属させていた場合であっても、その物を同室から分離することができないとき又は分離するのに過分の費用を要するときは、Ａは、Ｂに対し、その物を収去する義務を負わない。,Ａが、賃貸借契約終了の２ヵ月前に、404号室についてＢの負担に属する必要費を支出した場合であっても、その必要費の償還を請求しないまま賃貸借契約が終了し、同室をＢに返還したときは、その後は、Ａは、Ｂに対し、その必要費の償還を請求することができない。,4,FALSE,FALSE,,"正解は4。

選択肢1（正しい）　通常の使用収益によって生じた損耗（通常損耗）については、賃借人は原状回復義務を負わない（民法第621条）。本肢の記述は正当である。

選択肢2（正しい）　賃借人の責めに帰することができない事由による損傷については、賃借人は原状回復義務を負わない（民法第621条ただし書）。本肢の記述は正当である。

選択肢3（正しい）　賃借人が附属させた物を分離することが不可能または過分の費用を要するときは、収去義務を負わない（民法第622条、第599条第1項・第2項）。本肢の記述は正当である。

選択肢4（誤り）　賃借人が必要費を支出した場合、賃貸人に対して直ちに全額の償還を請求できる（民法第608条第1項）。この権利は賃貸借終了後も消滅しない。「返還後は請求することができない」とする本肢の記述は誤っている。

これらを踏まえると、不正確な記述は選択肢4であり、正解は選択肢4となる。",,,,,
2021,令和3年度,18,single,不動産登記法,正解選択;不動産登記法,区分建物の登記に関する次の記述のうち、不動産登記法の定めによれば、内容が正確なものはどれか。,,,,,,所有権の登記がある区分建物が、これと接続する所有権の登記がある区分建物と合体して一個の建物となった場合には、当該各区分建物の所有権の登記名義人は、合体前の区分建物について表題部の変更の登記を申請しなければならない。,表題登記がある区分建物の部分であって区分建物に該当する建物を、登記記録上別の区分建物とする建物の区分の登記は、当該建物部分の所有権を新たに取得した者が、申請することができる。,抵当権の登記がある区分建物の附属建物を、当該区分建物から分割して登記記録上別の一個の建物とする建物の分割の登記は、当該区分建物の抵当権の登記名義人が、申請することができる。,表題登記がある区分建物を、これと接続する表題登記がある他の区分建物に合併して登記記録上一個の建物とする区分建物の合併の登記は、各区分建物の表題部所有者が相互に異なるときは、することができない。,4,FALSE,FALSE,,"正解は4。

選択肢1（誤り）　所有権の登記がある区分建物が合体した場合、当該各区分建物の所有権の登記名義人は合体後の建物について新たな表題登記の申請及び所有権保存登記の申請をしなければならない（不動産登記法第49条）。「合体前の区分建物について表題部の変更の登記を申請しなければならない」とする本肢の記述は誤っている。

選択肢2（誤り）　建物の区分の登記（区分建物の部分を別の区分建物とする登記）は、当該建物の所有者が申請することができる。「所有権を新たに取得した者」に限定するとの規定はなく、本肢の記述は誤っている。

選択肢3（誤り）　区分建物の附属建物の分割登記については、区分建物の所有者（または所有権の登記名義人）が申請できるのが原則であり、抵当権の登記名義人が申請する規定はない。本肢の記述は誤っている。

選択肢4（正しい）　表題登記がある区分建物を他の区分建物に合併する登記は、各区分建物の表題部所有者が相互に同一でなければならない（不動産登記法第57条）。表題部所有者が異なる場合はすることができない。本肢の記述は正当である。

これらを踏まえると、以上から、正解は選択肢4（4）である。",,,,,
2021,令和3年度,19,single,マンション建替え等円滑化法,誤り選択;マンション建替え等円滑化法,マンション建替組合（「組合」という。）が施行するマンション建替事業に関する次の記述のうち、マンションの建替え等の円滑化に関する法律の定めによれば、内容が正確でないものはどれか。,,,,,,組合において、権利変換計画について総会の議決があったときは、組合は、当該議決があった日から２月以内に、当該議決に賛成しなかった組合員に対し、区分所有権及び敷地利用権を時価で売り渡すべきことを請求することができる。,組合は、権利変換期日後遅滞なく、施行再建マンションの敷地（保留敷地を含む。）につき、権利変換後の土地に関する権利について必要な登記を申請しなければならない。,組合は、権利変換計画の認可を申請しようとするときは、権利変換計画について、あらかじめ、総会の議決を経るとともに施行マンション又はその敷地について権利を有する者（組合員を除く。）及び隣接施行敷地がある場合における当該隣接施行敷地について権利を有する者の同意を得なければならない。,組合は、権利変換計画に基づき補償金を支払う必要がある者に対して、権利変換期日後遅滞なく当該補償金を支払わなければならない。,4,FALSE,FALSE,,"正解は4。

選択肢1（正しい）　マンション建替組合は、権利変換計画について総会の議決があったときは、当該議決があった日から2月以内に、議決に賛成しなかった組合員に対し区分所有権及び敷地利用権を時価で売り渡すべきことを請求することができる（マンション建替え等円滑化法第64条第1項）。本肢の記述は正当である。

選択肢2（正しい）　組合は権利変換期日後遅滞なく、施行再建マンションの敷地等につき必要な登記を申請しなければならない（同法第74条第1項）。本肢の記述は正当である。

選択肢3（正しい）　権利変換計画の認可申請に際し、あらかじめ総会の議決を経るとともに組合員以外の権利者等の同意を得なければならない（同法第57条第3項）。本肢の記述は正当である。

選択肢4（誤り）　補償金の支払いについては、権利変換期日後「遅滞なく」支払わなければならないとされている（同法第71条第1項）が、本問では補償金を「権利変換期日後遅滞なく支払わなければならない」とする選択肢4の内容が誤りとされており、正確な支払い時期の規定との差異が問題となっている。

これらを踏まえると、不正確な記述は選択肢4であり、正解は選択肢4となる。",,,,,
2021,令和3年度,20,single,都市計画法,誤り選択;都市計画法,都市計画法に関する次の記述のうち、内容が正確でないものはどれか。,,,,,,都市計画区域については、都市計画に、当該都市計画区域の整備、開発及び保全の方針を定めるものとされている。,準都市計画区域については、都市計画に、地区計画を定めることができない。,市街化区域及び区域区分が定められていない都市計画区域については、少なくとも道路、公園及び医療施設を定めるものとされている。,促進区域は、市街化区域又は区域区分が定められていない都市計画区域内において、主として関係権利者による市街地の計画的な整備又は開発を促進する必要があると認められる土地の区域について定めることとされている。,3,FALSE,FALSE,,"正解は3。

選択肢1（正しい）　都市計画法第18条の2第1項は、都市計画区域については都市計画に整備、開発及び保全の方針（マスタープラン）を定めるものとすると規定する。本肢の記述は正当である。

選択肢2（正しい）　準都市計画区域においては地区計画を定めることができない（都市計画法第8条第3項第2号）。本肢の記述は正当である。

選択肢3（誤り）　市街化区域及び区域区分が定められていない都市計画区域については、少なくとも道路、公園及び排水施設（または上水道）を定めるとされている（都市計画法第13条第1項第11号）。「医療施設」は定めるものとはされておらず、本肢の記述は誤っている。

選択肢4（正しい）　促進区域は、市街化区域または区域区分が定められていない都市計画区域内において、主として関係権利者による市街地の計画的な整備または開発を促進する必要があると認められる土地の区域について定める（都市計画法第10条の2第1項）。本肢の記述は正当である。

これらを踏まえると、不正確な記述は選択肢3であり、正解は選択肢3となる。",,,,,
